,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Target
2016-02-04,134.4236331541061,138.23364030283122,132.52173811552566,126.86343729334844,129.96308974058738,0
2016-02-05,134.99594556844727,138.81270465753562,133.04737559125556,127.4646021261429,130.4974796921921,0
2016-02-08,135.4947000187472,139.30718538377107,133.48936219614654,128.00772320343893,130.94775711412058,0
2016-02-09,135.9410678966476,139.7510170218489,138.08345125312493,128.5045555226855,131.33248547171428,0
2016-02-10,136.35085889816042,140.15584185330854,138.44346739735224,128.9748616349121,131.6737099666199,0
2016-02-11,136.73221650004356,140.53273219378664,138.78585803643227,129.42651757283184,131.997536580062,0
2016-02-12,137.10939593378515,140.89052948726078,139.11155632394082,129.87802405982387,132.32975161557556,0
2016-02-15,137.4935690544376,141.2557769006249,139.44320415807988,130.3246956850309,132.68489562185658,0
2016-02-16,137.90102841120088,141.64369639822755,139.79872105547247,130.7860616443488,133.08605820784967,0
2016-02-17,138.35430548837942,142.10587257035758,140.22100254729176,131.31544379412304,133.5529120119995,0
2016-02-18,138.85216256734407,142.60887999139757,137.84840850504,131.89172678196798,134.08689761169447,0
2016-02-19,139.39131888950496,143.18346586625572,138.3580760185341,132.49354218580999,134.68525300560734,0
2016-02-22,139.95854685325236,143.76491828250545,138.8944787676954,133.09866160690146,135.32717054939528,0
2016-02-23,140.55491016710695,144.36781523322594,139.46714106947448,133.7559313362437,136.0202692214655,0
2016-02-24,141.1749923764368,145.01169475653768,140.06690397036255,134.43284253533633,136.7432012613403,1
2016-02-25,141.9034139749183,145.7569046363403,140.7522614822526,134.83779815165516,137.52375796830643,1
2016-02-26,142.60769176902016,146.51125405133658,141.40740735456413,135.5806814380017,138.30338140590453,1
2016-02-29,143.34034643086824,147.35972525569898,142.10379444237114,136.32106857755466,139.07076673230452,1
2016-03-01,144.05895471585143,148.08353973404945,142.76165954602257,137.07304847931528,139.7943329779826,1
2016-03-02,144.72525650380706,148.735814513428,143.40591016062638,137.9413971757353,140.48957745585133,1
2016-03-03,145.35966231382767,149.35883420778396,143.98184791981993,138.59879266557235,141.11712593524095,1
2016-03-04,146.0160103428907,150.00995030049538,144.57179148048562,139.43637533908804,141.74709762848153,1
2016-03-07,146.6776506799439,150.66162154706134,145.17948088830664,140.19425669721966,142.35392034663755,1
2016-03-08,147.34361127845972,151.31607466238978,145.76322665956874,140.91087394420023,142.96443807409887,1
2016-03-09,148.20404995429658,152.1067338343468,146.49093995842796,141.96858262098343,143.64094763392242,1
2016-03-10,148.95134613194426,152.81975968914978,147.143307112843,142.73847906217193,144.3085572545287,1
2016-03-11,149.8321378062399,153.726410367593,147.97184971320755,143.6947146421637,145.1105389545222,1
2016-03-14,150.840247320357,154.80279418261117,148.90761611329864,144.78790143716864,146.04649807164873,1
2016-03-15,151.89561979074847,155.86887760946436,149.89700921909613,145.71782747504258,147.04057160022444,1
2016-03-16,153.18515907582076,157.19078684069248,151.13082247526106,147.03078488060214,148.26393667708925,1
2016-03-17,154.57068434558752,158.65946131181795,152.44582074403996,148.4135727980729,149.6539979360918,1
2016-03-18,156.04074257630367,160.23593041450724,153.89401918611418,149.8311905505294,151.19641488099563,1
2016-03-21,157.67526759416586,162.01965513835617,155.52897209299607,151.4098906238068,152.9124570682918,1
2016-03-22,159.43127417359653,163.8883752126702,157.2792844643802,153.09064765263903,154.77640056512348,1
2016-03-23,161.3007892874993,165.92289584616023,161.4074031265347,154.9436351720344,156.79506615546094,1
2016-03-24,163.26550809609617,167.9933354303567,163.40826055227365,156.91680549666052,158.91220304280083,1
2016-03-25,165.32357197272967,170.17479993714383,165.4935289252411,158.92541172522684,161.116216487307,1
2016-03-28,167.4232945956475,172.43439851583412,167.61633932880818,160.94783593919047,163.3803630595175,1
2016-03-29,169.56711793383076,174.72699313685519,169.80188111122393,163.03189713439616,165.6604472420486,1
2016-03-30,171.74836562735146,177.04379274748229,172.01957687153055,165.2175468956377,167.9496096424622,1
2016-03-31,173.90441594544632,179.34842899150186,174.19280455034576,167.29991839637518,170.2021704728762,1
2016-04-01,176.03421728491907,181.62613778139414,176.37608225925072,169.34534391254866,172.36862625748725,1
2016-04-04,178.1288539020015,183.7896377596002,178.50178109374323,171.39866382750714,174.51584930744647,1
2016-04-05,180.22997061651586,186.03286004030437,180.61352538212174,174.2986952312372,176.6326078620725,1
2016-04-06,182.35910835302153,188.37874609582823,182.74816484972,176.40388698988653,178.74405878261246,1
2016-04-07,184.45464858462296,190.58251300826765,184.81345649513707,178.46925955872993,180.82046164384974,1
2016-04-08,186.575686567243,192.79804988777056,186.88609865606364,180.53641671368828,182.8912368452841,1
2016-04-11,188.7268501917545,195.0877722715773,189.0236795144049,182.6399952391407,185.0092739120526,1
2016-04-12,190.92254693431772,197.42783593083553,191.187521084545,184.79000974557093,187.18369062690553,1
2016-04-13,193.11365878325287,199.76161810875203,193.36275915675546,186.90701166377622,189.4013541673264,1
2016-04-14,195.33923671810695,202.1434154528328,195.60430130814544,189.07870276695598,191.6748035798118,1
2016-04-15,197.6328916561173,204.70596465432016,197.91348322659525,191.24034677242005,194.0423379742996,1
2016-04-18,199.92601250052493,207.118264873416,200.2195851378831,193.4571170822532,196.4504832716663,1
2016-04-19,202.246457671351,209.64609415321246,202.62309920134274,195.7718675795719,198.92962873174199,1
2016-04-20,204.62953277991508,212.23561210759928,205.04851107232267,198.1276052413562,201.48378891735322,1
2016-04-21,206.89963170017953,214.66989002547797,207.39308728407417,198.1690732655184,203.9784574805409,1
2016-04-22,209.1262641003342,217.02383073432577,209.71758496625634,200.32853128175304,206.4171766661034,1
2016-04-25,211.34284575048338,219.396234401211,212.0330837147371,202.61100902181767,208.79019057907172,1
2016-04-26,213.3509251382935,221.59457705920542,214.06352813056336,204.46410711110903,210.97112470718034,1
2016-04-27,215.22812919615,223.63633528982803,215.9534706501223,206.31154945673077,213.00869716436645,1
2016-04-28,216.89870716338157,225.42703549553212,217.6064758691493,207.9136611239717,214.79673008292067,1
2016-04-29,218.42055687609636,227.05424950213654,219.12629306879415,209.4802268640431,216.3817620550713,1
2016-05-02,219.71617838533808,228.50458426813307,220.4273936208696,210.81228464249767,217.7469955833005,1
2016-05-03,220.8035136763162,229.654217573106,221.4594514497554,212.005708507272,218.8301896946156,1
2016-05-04,221.66145496398659,230.47862462346313,222.22018181860403,212.89048600567023,219.61333810028827,1
2016-05-05,222.3544060094794,231.14838171653358,222.87885462266868,213.6820515160704,220.19955030498858,1
2016-05-06,222.8919294227659,231.68700508508374,223.34006615452648,214.3172744892302,220.63338699913442,1
2016-05-09,223.2981529161927,232.1900414673741,223.65243980695374,214.7840206186787,220.91559063412595,1
2016-05-10,223.7359582536195,232.53135727260866,223.90912171664357,215.78344765028302,221.15509716182524,1
2016-05-11,223.97242612881632,232.66758820299776,224.02337146510814,216.10597178283498,221.26098136546153,1
2016-05-12,224.17193598761264,232.78406976284631,224.11487707829377,216.44057083567216,221.37589614985052,1
2016-05-13,224.31688964912829,232.84886602146116,224.14132827619255,216.59986430818324,221.45355713627328,1
2016-05-16,224.4852422462914,232.94814551813747,224.204633427675,216.75688429257374,221.5746989027131,1
2016-05-17,224.65521554176914,233.09132828376536,224.32482261990313,216.97932250653457,221.7572570113836,1
2016-05-18,224.79926119788368,233.20462670485037,224.4233249282223,217.22705253942718,221.9786081349136,1
2016-05-19,224.99757815319583,233.36824069653935,224.582694034597,217.48004356014025,222.21023085839656,1
2016-05-20,225.24018989937846,233.6951776633775,224.7185293748866,217.7087702389486,222.49426742946417,1
2016-05-23,225.3340739316477,233.77917295897905,224.7786909595999,217.82972169813556,222.6905212857191,1
2016-05-24,225.40445560908594,233.8698955544971,224.8067870528733,218.00858035083235,222.8693108499054,1
2016-05-25,225.40676772442848,233.86720398759965,224.82590363585885,218.08114998022177,222.93822282136503,1
2016-05-26,225.35410851785036,233.78593126167556,224.73564988652868,218.08542142318444,222.92251556893615,1
2016-05-27,225.19595252685713,233.6053885720333,224.5390803088935,218.05163819784633,222.79542280087918,1
2016-05-30,224.91314189261803,233.23187938891908,224.18278140557004,217.74827709136932,222.49198071048627,1
2016-05-31,224.5664333490951,232.81607191519947,223.77717271780634,217.40216630013643,222.0683516015708,1
2016-06-01,224.2000999685287,232.36593697415424,223.37389291509191,217.11604813421005,221.57621377459944,1
2016-06-02,223.76320983607692,231.831365436502,222.93409023611287,216.80639251269787,221.00150438685716,1
2016-06-03,223.30211759028793,231.24314078877086,222.38787914098202,216.4375948594793,220.3713876003377,1
2016-06-06,222.85099195235293,230.7371323032576,221.89203767322044,216.07994598886398,219.73469218900766,1
2016-06-07,222.40999556422847,230.21236973252766,221.34261837321577,218.22735831843937,219.13169932639914,1
2016-06-08,222.05884591803016,229.75428077492217,220.91894344529413,218.03825610105326,218.6210023429479,1
2016-06-09,221.729717670107,229.30764766013726,220.58388684293612,214.15359773166392,218.16613935989403,1
2016-06-10,221.7309761231998,229.2276963848793,222.74247622505433,214.17632119214778,217.93953200584178,1
2016-06-13,221.78544384563043,229.20979789862264,222.74586262059412,214.3369238268603,217.8831261862373,1
2016-06-14,221.92665178881876,229.3744460343233,222.90092289860172,214.47149682415358,217.99077787215006,1
2016-06-15,222.20065771663627,229.65843782837146,223.16223653021515,214.7089134834396,218.28514152225966,1
2016-06-16,222.6277919024238,230.0878281357702,223.63583514104423,215.2023925521363,218.7562530615012,1
2016-06-17,223.19008464144468,230.7214602397564,224.2311932223425,215.67100680227807,219.35931201202803,1
2016-06-20,223.83413523441428,231.42322567130472,224.94496094310438,216.47729497066038,220.10309441491836,1
2016-06-21,224.55405585059216,232.3242171445107,225.7579605099722,217.11553854988045,220.92652561248264,1
2016-06-22,225.2732916669689,233.56808391608746,226.5445072762688,217.67178956590132,221.77394057764423,1
2016-06-23,225.99177036921444,234.44730530233892,227.37453706770387,218.26610561551144,222.61263734317413,1
2016-06-24,226.73533374243183,235.4264251027639,228.2813228441173,218.97555628498208,223.4145399693313,1
2016-06-27,227.35548930827795,236.01200562783427,228.8790246871856,219.4634200548276,224.0787567308105,0
2016-06-28,227.8276764312456,236.55129888951046,229.4148801160107,219.77434274488573,224.5701184164326,0
2016-06-29,228.2497321164112,237.0206169806355,229.86050622959914,220.0998967361764,224.96696259997097,0
2016-06-30,228.57756071494472,237.38302964220662,230.22882129952418,220.3778628497163,225.23023375328611,0
2016-07-01,228.80780645496,237.65682380179638,230.5039605736565,220.52679223470633,225.37023561196023,0
2016-07-04,228.95511925838753,237.8228790966188,230.65834403235039,220.54719933009613,225.39972874742645,0
2016-07-05,229.07416243214297,237.94082170844354,230.75778442088625,220.579297372029,225.3596679879391,0
2016-07-06,229.136529141137,238.0098915857402,230.803813272825,220.53589689525273,225.26449305859225,0
2016-07-07,229.1583198536291,238.05039523189686,230.8364086635911,220.50999495818107,225.1480773779825,0
2016-07-08,229.1578018230617,238.04091834673767,230.83309925221803,220.41714658582987,225.02892446379786,1
2016-07-11,229.20321518855377,238.01064832204383,230.90252718371275,220.3129718330249,224.9409208061394,1
2016-07-12,229.3745199476024,238.22016031461447,231.12175216979102,220.39494197243542,224.9785989579919,1
2016-07-13,229.45007650347904,238.35594349211075,231.22810088390162,220.26935645121074,225.02989840942894,1
2016-07-14,229.57047957320796,238.53735360532693,231.45594871832085,220.23416736835597,225.1227918810755,1
2016-07-15,229.69482483510345,238.75199680653986,231.70192265363508,220.1485246202879,225.2287663077592,1
2016-07-18,229.7335533441154,238.87367372387214,231.85767815913874,220.10164897541955,225.31539751975208,1
2016-07-19,229.67294953348744,238.85805719787862,231.86198469729092,219.86339710838215,225.3301220230215,1
2016-07-20,229.54041715105018,238.79710481405402,231.79433749095972,219.57885178877015,225.26852147568897,1
2016-07-21,229.22774714875658,238.46832862566262,231.56726528530288,219.18742779724747,225.03941339940576,1
2016-07-22,228.7596782485459,238.00475174225633,231.16004312944577,218.58180052216326,224.6229235100417,1
2016-07-25,228.09878652275427,237.34147912179625,230.54294102557895,217.80258816765414,223.97817661401714,1
2016-07-26,227.23383590502175,236.42580620669102,229.66619671031947,216.78343285628904,223.0818269528725,1
2016-07-27,226.15446959874924,235.2821694990184,228.5703469547291,215.63423247119005,221.9444842266996,1
2016-07-28,224.8292201555723,233.7949408233759,227.21900853888175,214.32073154083966,220.49105295317068,1
2016-07-29,223.38892254021025,232.21149248052092,225.71390671909603,212.8866103020043,218.85404628329997,1
2016-08-01,221.7393237168952,230.41506988660018,223.98950878037022,211.2758269383056,216.98114372500393,1
2016-08-02,219.83231781091263,228.31104342274645,221.79721601436407,208.94082821729802,214.84300989621414,1
2016-08-03,217.86339108413762,226.17512458586648,219.77670453752515,207.21722353100157,212.63593540546265,0
2016-08-04,215.6655189347637,223.74209418379655,217.48147241323815,205.98756588637787,210.20823928161226,0
2016-08-05,213.42328702591038,221.31179980721262,215.189030948492,203.84756255506608,207.74418000428608,0
2016-08-08,211.1342697276485,218.81701519927375,212.84758802675591,201.64050629985923,205.25878740775502,0
2016-08-09,208.83562348737712,216.31502770888247,210.47807832365737,199.42576021350825,202.79857304656144,0
2016-08-10,206.57193699894728,213.85822661197676,208.1422769240473,197.24527915972996,200.39999935251674,0
2016-08-11,204.33289174157454,211.4385752651157,205.85088281987817,195.07517651418772,198.0644967498356,0
2016-08-12,202.13037116904923,209.0661770460255,203.614214781551,192.92988931325036,195.80468421979597,0
2016-08-15,199.96864729796908,206.74365989486753,201.43227591382947,190.84335216754977,193.62249636558468,0
2016-08-16,197.84633500826538,204.47291984582287,199.30206688700918,188.78590913765058,191.5041654712126,0
2016-08-17,195.78440868465816,202.2518996124449,197.21189979253072,186.7672432460401,189.43505030614304,0
2016-08-18,193.73037263878157,200.06498479702515,195.17078799494055,184.79577950949925,187.3907142980317,0
2016-08-19,191.65897513428348,197.87073689175335,193.09656430210757,182.77037967794593,185.33795324188597,0
2016-08-22,189.61505042626098,195.68335224236625,191.01404129014932,180.79842990799952,183.2802757150388,0
2016-08-23,187.50184456611717,193.43275694352624,188.88170726692343,177.92666420603976,181.16104595173127,0
2016-08-24,185.37849214454803,191.16179691661065,186.75000110463878,175.8728011863509,178.99702902372027,0
2016-08-25,183.27378153622428,188.89436923457842,184.58203512897688,173.82449092733538,176.80115145435684,0
2016-08-26,181.1316454823076,186.5868357939427,182.3756932688798,171.7464172126828,174.55310335556248,0
2016-08-29,178.9684768402463,184.2577967079408,180.15625910807287,169.66831933927412,172.27825598705584,1
2016-08-30,176.9086133370205,182.04386265117998,178.0570949160418,167.67688979320303,170.06578884065036,1
2016-08-31,174.89582796586382,179.8836290173861,175.9729132757633,165.72858586721316,167.87371737207087,1
2016-09-01,172.9419352103622,177.7789318050733,173.9350049982146,163.88897503832493,165.7448445032733,1
2016-09-02,171.0329970785077,175.6948249509766,171.9529968309541,162.03427582568105,163.67211315222303,1
2016-09-05,169.25027927262192,173.797166534688,170.11312289228954,160.30497341468526,161.72842619724378,1
2016-09-06,167.5516876635979,171.9649137241068,167.16571987880292,158.63141913581592,159.90930859772695,1
2016-09-07,166.0357453546836,170.3406403031743,165.6172998571038,157.12449408060343,158.26496876025698,0
2016-09-08,164.56315687309916,168.77452337943134,164.15998893711884,155.68222087669014,156.4595523954618,0
2016-09-09,163.23775633023766,167.37789389034836,162.85434105843268,154.3512077840394,155.10280454610316,0
2016-09-12,162.27725351942777,166.1553881292564,161.71284802371756,153.15681660993403,153.92540039505377,0
2016-09-13,161.23911113746786,165.0895088636281,160.72576962978786,152.07472414995766,152.90619839342142,0
2016-09-14,160.35652598407978,164.19625902673477,159.86971929289203,151.11732363489742,152.04230980665199,0
2016-09-15,159.5488744659232,163.3859619853603,159.13768857036516,150.2516440074533,151.29435618417713,0
2016-09-16,158.84271463218633,162.6978219916966,158.4912223032093,149.46361696738168,150.64303355240258,0
2016-09-19,158.19608382542293,162.0610283391212,157.91250095383342,148.75122869430365,150.05406303424428,0
2016-09-20,157.58653619193933,161.46082156926286,157.37386319640444,148.05598389428937,149.4926809407572,0
2016-09-21,156.99792923723754,160.8825275931296,156.8425635610927,147.40323559579144,148.9420062176219,0
2016-09-22,156.41757610682697,160.31940371118807,156.31191008371746,146.72969551609592,148.37545880054006,0
2016-09-23,155.87466791802328,159.8432819852992,155.83916496653453,146.13000340929827,147.7827476271449,0
2016-09-26,155.26264377898553,159.2207918852826,155.34501923362916,145.4464281771669,147.140506465433,0
2016-09-27,157.57752298294844,158.5767892882374,154.7545282164787,144.7455996820427,146.4504248803782,0
2016-09-28,156.93631705533008,157.9509840641546,154.1718889632028,144.09087524768708,145.7384117812403,0
2016-09-29,156.29014948846998,157.2938843324516,153.55215933536405,143.3947283282679,144.99830228841924,0
2016-09-30,155.62853001324626,156.60864150428878,152.9147221245194,142.69161014675268,144.2493644137427,0
2016-10-03,155.01451482223715,155.89141197124135,152.3351166119098,142.03775462791722,143.5170763208611,0
2016-10-04,154.3992800144391,155.2709384454259,151.7343678767448,141.36826807556847,142.81140141439877,0
2016-10-05,153.81241218590696,154.6766437560653,151.1654886077287,140.72127060438825,142.15077271569808,0
2016-10-06,153.26308834022106,154.14305243710018,150.670698565911,140.12603586243603,141.55002499993986,0
2016-10-07,152.75606470034694,153.64260500707815,150.22111664100345,139.5631699997561,141.00625681263398,0
2016-10-10,152.3757380558145,153.23547165631425,149.8252056899941,139.0973371646154,140.54727569704556,0
2016-10-11,151.9573942069387,152.83451858736376,149.47228899650378,138.6143967889434,140.1428563351792,0
2016-10-12,151.5680812982183,152.4740747939386,149.14475785088496,138.14907341182817,139.78489615604,0
2016-10-13,151.1840235963287,152.12318502724546,148.8265990806515,137.6981226636662,139.45730503659203,0
2016-10-14,150.79648193921471,151.75613299480938,148.4945263274033,137.22853751156228,139.13660802929405,1
2016-10-17,150.440160837099,151.41045166529145,148.19829830707332,136.8064046856534,138.8502122947085,1
2016-10-18,150.06519601369186,151.08667078809,147.81697814099172,136.29847907931548,138.5158386819586,1
2016-10-19,149.60960917375328,150.6634074892924,147.42035189574915,135.76951384466568,138.08987506057775,1
2016-10-20,149.08385171023002,150.15354878087243,146.9204386115069,135.21326893017314,137.59798620354871,1
2016-10-21,148.46957840901746,149.58705557356404,146.3519331340097,134.58239464502674,136.99761724578246,1
2016-10-24,147.75499064102527,148.84544372096778,148.45043833369246,133.87092922088135,136.27561698143523,1
2016-10-25,147.11897699125603,148.08952401065596,147.70344184755734,133.37040144519133,135.4672904829803,1
2016-10-26,146.27694912087625,147.21857408508424,146.80644634396992,132.5715216758253,134.52454452258806,1
2016-10-27,145.28585105123761,146.18373902848674,145.77324732566817,131.6262994810969,133.46630950433547,1
2016-10-28,144.1930279790491,145.00728143152458,144.63929943046426,130.63269506104766,132.32755254358048,1
2016-10-31,143.06787892415136,143.76430743320293,143.43534037898127,129.5881394202587,131.12601046262262,1
2016-11-01,141.91686256027558,142.5337476895606,142.24064864519875,128.54249203727005,129.90118062206483,1
2016-11-02,140.76400069808787,141.2928716948897,141.03309624505985,127.52193997850114,128.69221668413948,1
2016-11-03,139.63947701308484,140.1420980191464,139.85097283322557,126.5005750113639,127.51313161140953,1
2016-11-04,138.50402764944673,138.89395816339427,138.628662242144,125.47271514193972,126.35202398781513,1
2016-11-07,137.43377012106896,137.75440793379002,137.51247373443076,124.46393141180863,125.25685896000425,1
2016-11-08,136.40056553160838,136.65508469116844,136.45625794608452,123.50743600141827,124.22732980862075,1
2016-11-09,135.38171714173592,135.53082885341593,135.29931119861567,122.39706056301716,123.24310855429219,1
2016-11-10,134.47969721720665,134.6163375398601,134.39318957484156,121.57069434346732,122.37533281454394,1
2016-11-11,133.620156654775,133.71589356134547,133.53706098085433,120.79520425446393,121.57899773953847,1
2016-11-14,132.80590055821523,132.8618123877085,132.7061054394379,120.06557107016648,120.83955690933917,1
2016-11-15,132.0397691347135,132.08082497363216,131.91941359552337,119.36267780154495,120.1442619926185,1
2016-11-16,131.30615787162333,131.31497002033382,131.1824675653381,118.71186159645923,119.47013604613129,1
2016-11-17,130.65411808340602,130.60910018228464,130.5257318368319,118.17503025782314,118.81696706604505,1
2016-11-18,129.91663358881246,129.84797568416508,129.7775429679356,117.50580779900844,118.1307031623825,1
2016-11-21,129.23443370456204,129.1331676346475,129.06071822252613,116.96854745476104,117.31961975113632,1
2016-11-22,128.50911335558308,128.35834264253975,128.31698259646097,116.33443375543848,116.61550378413732,1
2016-11-23,127.81684652977931,127.60402651001641,127.62124135310873,115.80938586023244,115.91243963952465,0
2016-11-24,127.07614474963285,126.8104069593501,126.84215543312958,115.16309938351088,115.16109835404448,0
2016-11-25,126.45775584173447,126.0696589905765,126.10051761200027,114.76470717431124,114.43513414846144,0
2016-11-28,125.78142266863699,125.33944216894261,125.38559204447151,114.17833899580627,113.71851800220934,0
2016-11-29,126.56125372251776,124.65501851582263,124.70279208270495,113.62264966522821,113.04904622457592,0
2016-11-30,126.00577483239164,124.06853704857923,124.12219183603159,113.15556476590356,112.45087710496318,0
2016-12-01,125.53437390740984,123.54934594298793,123.61947230315347,112.75170071039658,111.94174246405186,0
2016-12-02,125.17061418804896,123.14384158967995,123.23359594608287,112.44132507690658,111.53607722732477,0
2016-12-05,124.9277290904489,122.88032260673431,122.9670230066995,112.21939927886875,111.26373426395637,0
2016-12-06,124.84048112654035,122.76648399972704,122.84674276173737,112.1565912854324,110.38412093296964,0
2016-12-07,124.8549333890971,122.77963351429699,122.85808683527917,112.16865705105428,110.39284363314378,0
2016-12-08,125.0024871167968,122.93614293446578,123.01108092142239,112.29469557141624,110.54457446110374,0
2016-12-09,125.27019573171248,123.2168195068351,123.27830311487172,112.50509254914355,110.82667964261196,0
2016-12-12,125.65871344694838,123.63061342203466,123.68146883307153,112.8401880100044,111.24017470210217,0
2016-12-13,126.15461356914214,124.1558468260752,124.19880868719176,114.1590754238286,111.75921825975112,0
2016-12-14,126.74187914202399,124.78213433336956,124.83198051716431,114.674537701893,112.36923771110416,0
2016-12-15,127.40227616735622,125.48999291381872,125.52723327648904,115.25473637585067,113.05348921862233,1
2016-12-16,128.16944907885755,126.30770678228629,126.27923715013797,115.83293963089389,113.82188491029265,1
2016-12-19,129.04884999893312,127.21939828124526,127.16658565546737,116.5819278775577,114.63156808878105,1
2016-12-20,129.91044608540534,128.10447961675584,128.02824745733255,117.32607661291765,115.45181885911997,1
2016-12-21,130.77213731011477,128.97320524281218,128.90573723790422,118.07352668691013,116.24761789802382,1
2016-12-22,131.63971120871327,129.87072540439385,129.74675508135024,118.81586858238873,117.04717670901749,1
2016-12-23,132.50768905260983,130.77163728456256,130.5993360225338,119.55833205647552,117.82354767535033,0
2016-12-26,133.33509674585454,131.61306193851595,131.27812553292745,120.29486699528348,118.55817747553598,0
2016-12-27,134.1759150140199,132.4647457838989,132.10399091735928,121.05806697230814,119.29214777216164,0
2016-12-28,135.03410392893355,133.3432592221141,132.94036436291094,121.82428343025575,120.04020510413606,0
2016-12-29,135.9162066351602,134.24373436971203,133.80406518579798,122.60959997537759,120.80809238493846,0
2016-12-30,136.85242030781959,135.20918351409324,134.7174142569885,123.44630086736612,121.61865266342053,0
2017-01-02,137.8391874098918,136.2221476352448,135.68488539091936,124.32728418666888,122.48573768776951,0
2017-01-03,138.918200423172,137.32189526450819,136.71225463039735,125.42636373055403,123.42084533907976,0
2017-01-04,140.00335980413138,138.44309514412083,137.78391446677333,126.39293295851508,124.42676434552237,0
2017-01-05,141.14588759788097,139.62595251907302,138.93446759344198,127.40234450142725,125.50356038044745,0
2017-01-06,142.34146883288506,140.86936341294808,140.13524483198455,128.45645146967507,126.65680849176029,0
2017-01-09,143.58226080383662,142.16213067652617,141.3951099128583,129.56585705265675,127.87224404540585,0
2017-01-10,144.85661598523433,143.49481103309398,142.68653732058246,130.70103073948843,129.13827852306233,0
2017-01-11,146.1458085541313,144.84500977575684,143.9925873583941,131.8560268366194,130.4330194178418,0
2017-01-12,147.42620028707037,146.19307173462545,145.29147269939554,132.99947124155554,131.72535846981353,0
2017-01-13,148.6919377343417,147.51188326293797,146.56761140790516,134.14582090445134,132.99713385279563,0
2017-01-16,149.89933274738553,148.7713518523965,147.79069542237454,135.2408672240259,134.2115727626721,0
2017-01-17,151.0368492300526,149.9558009507537,148.93712598773908,136.28453692556565,135.34882154516004,0
2017-01-18,152.08387070333316,151.03097906680387,149.9696276900886,137.2439196161041,136.38206389916806,1
2017-01-19,153.15454542697367,152.11013928096128,150.98473276921024,138.2274204459197,137.36673944364748,1
2017-01-20,154.0715423767548,153.0406297124448,151.8380562673544,139.10245201552794,138.22982851953003,1
2017-01-23,154.87152810657813,153.83132110008418,152.60350049545832,139.80009520029424,138.94290171664125,1
2017-01-24,155.58244046262104,154.49146369394867,153.22733608246475,140.47357173108006,139.55897941713852,1
2017-01-25,156.26357548910585,155.14958970358813,153.81988621874734,141.14845330170624,140.1000042843374,1
2017-01-26,156.8540659382167,155.71391758724457,154.32790097091845,141.77898111690953,140.56698059897064,1
2017-01-27,157.38960359086144,156.2396979359276,154.8071530121105,142.3770903836181,140.99133943244118,1
2017-01-30,157.9180746652305,156.72843883737036,155.24528509031032,142.9736177548425,141.39942069336144,1
2017-01-31,158.41498432082963,157.18899143221233,155.63327746163677,143.50482275293157,141.80696340690668,1
2017-02-01,158.93473655931484,157.67366410930913,156.10173236507174,144.10024247013206,142.23630613483581,1
2017-02-02,159.47352924382696,158.19421083577257,156.60332301569508,144.66990600983743,142.72268423032713,1
2017-02-03,160.08832929743508,158.81956258856175,157.14137802223965,145.3381543729666,143.28372928607735,1
2017-02-06,160.72207223702557,159.3861672560794,157.70301346193304,145.98133987563907,143.88521713493765,0
2017-02-07,161.34474416568315,159.99739178320905,158.28813113688878,146.6478875189669,144.5241207930078,0
2017-02-08,162.02154225924718,160.70113583148827,158.93534157438634,147.18715066078255,145.2252661183771,0
2017-02-09,162.75043999842578,161.41216004670224,159.621961847038,147.9457453359342,145.97482490985578,0
2017-02-10,163.4895476030909,162.1674757847436,160.30986237008491,148.70147728710526,146.75587880069943,0
2017-02-13,164.22175538472425,162.90557784676582,161.01358738878673,149.4610389712895,147.54169848737692,0
2017-02-14,164.95516235094436,163.63389050505853,161.71224201868907,150.22612246356226,148.3134210225812,0
2017-02-15,165.6678184136704,164.33881681922654,162.39296649409505,150.96566654695414,149.05681470213113,0
2017-02-16,166.37028285384304,165.0358954652162,163.0649505250965,151.728484934847,149.7736124801109,0
2017-02-17,167.08172278712178,165.74496547515494,163.6916766553982,152.4653462687098,150.45416855748854,0
2017-02-20,167.75879537038728,166.40263172678218,164.31092543152363,153.23884175991304,151.09477324176942,0
2017-02-21,168.42483168615368,167.0367889594096,164.89487914459698,153.95041751059665,151.69320761579107,0
2017-02-22,169.097222631718,167.6704643990078,165.47429799786434,154.6878515433254,152.28433775008986,0
2017-02-23,169.79410139630664,168.33818438956916,166.0880074518039,155.4460223125422,152.8781686717793,0
2017-02-24,170.53802328982312,169.0504800016914,166.7448833244831,156.25194830534573,153.50754434272596,0
2017-02-27,171.34930204309256,169.82272028849653,167.45921863300816,157.09711799882376,154.19778311199434,0
2017-02-28,172.25711411010303,170.7010206301727,168.27985239336402,158.05210055836557,154.98821936875677,0
2017-03-01,173.29171510307532,171.71660212498594,169.21628916680532,159.106705443267,155.9083399260837,0
2017-03-02,174.43687838155884,172.82812882802386,170.29506360572134,160.28876769174008,156.96654592600382,0
2017-03-03,175.7582659047736,174.152519271886,171.53525680953533,161.5740407558683,158.1954123001246,0
2017-03-06,177.21863505597221,175.62493666328004,172.9284416681626,162.98222272381645,159.59544976271854,0
2017-03-07,178.85608772111027,177.30696360108547,174.521360753733,164.54873066391943,161.18922630579812,0
2017-03-08,180.64519159403883,179.16292645277164,176.3102022869771,166.25864327736156,162.96368905928873,0
